,STATEFP,COUNTYFP,COUNTYNS,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry,County_Raw,County,State,2010,2015,2020
10,34,003,00882271,0500000US34003,34003,Bergen,06,602910975,35355101,"POLYGON ((-74.270658 41.021032999999996, -74.250458 41.060815999999996, -74.2113709734917 41.1334404575138, -74.1953371933152 41.1268869350132, -74.18239 41.121595, -74.096786 41.083796, -74.092486 41.081896, -74.041054 41.059087999999996, -74.041049 41.059086, -73.9589142691188 41.02233969118829, -73.91188 41.001297, -73.907054 40.998476, -73.90500999999999 40.997591, -73.90268 40.997296999999996, -73.893979 40.997197, -73.896479 40.981697, -73.8989276186366 40.974850797407, -73.9049158705604 40.9581079754602, -73.90728 40.951498, -73.91557999999999 40.924898, -73.91767999999999 40.919498, -73.91790499999999 40.917577, -73.91840499999999 40.917477, -73.9196864010756 40.9135352131528, -73.919705 40.913478, -73.929006 40.889578, -73.93340599999999 40.882078, -73.938081 40.874699, -73.9381535187682 40.8745831121645, -73.948281 40.858399, -73.953982 40.848, -73.963182 40.8269, -73.9679734153723 40.820837392794196, -73.967982575439 40.8208258025057, -73.968082 40.8207, -73.97004794249119 40.8179689078315, -73.97122753768102 40.81633021127801, -73.98382706989679 40.7988269099791, -73.99830299999999 40.808476999999996, -74.012339 40.816019999999995, -74.01141 40.817690999999996, -74.011788 40.819842, -74.011376 40.820837999999995, -74.01377 40.823059, -74.017819 40.823341, -74.044923 40.807555, -74.076753 40.795621, -74.09078699999999 40.761984, -74.10100299999999 40.776039, -74.130359 40.777564, -74.14752899999999 40.786491, -74.13808499999999 40.798846, -74.139575 40.805409, -74.130016 40.819938, -74.12168299999999 40.834056, -74.12082099999999 40.858255, -74.10748099999999 40.863219, -74.118078 40.876768, -74.130347 40.885641, -74.128481 40.894133, -74.132823 40.897073999999996, -74.13233699999999 40.92243, -74.139749 40.923649999999995, -74.148071 40.941643, -74.146514 40.948183, -74.141048 40.966347999999996, -74.170275 40.983903999999995, -74.17114099999999 40.977066, -74.211933 40.980167, -74.224533 40.981303, -74.248532 40.992094, -74.26993399999999 41.016206, -74.270658 41.021032999999996))",Bergen County; New Jersey,Bergen,34,1236,1348,1557
11,34,037,00882236,0500000US34037,34037,Sussex,06,1343479727,43307978,"POLYGON ((-74.99171799999999 41.092284, -74.98221199999999 41.108245, -74.979873 41.110423, -74.972917 41.113327, -74.969312 41.113869, -74.966298 41.113669, -74.964294 41.114236999999996, -74.947912 41.12356, -74.947334 41.124438999999995, -74.94771399999999 41.126292, -74.945067 41.129052, -74.931141 41.133387, -74.923169 41.138146, -74.905256 41.155668, -74.90178 41.161394, -74.901172 41.163869999999996, -74.899701 41.166181, -74.88942399999999 41.1736, -74.882139 41.180836, -74.878492 41.187504, -74.878275 41.190489, -74.874034 41.198543, -74.86728699999999 41.208754, -74.860398 41.217454, -74.85963199999999 41.219077, -74.859323 41.220507, -74.860837 41.222317, -74.866839 41.226865, -74.86740499999999 41.22777, -74.866182 41.232132, -74.862049 41.237609, -74.861678 41.241575, -74.857151 41.248975, -74.856003 41.250094, -74.854669 41.25051, -74.848987 41.251191999999996, -74.846932 41.253318, -74.845883 41.254945, -74.84503099999999 41.258055, -74.84650599999999 41.261576, -74.846319 41.263076999999996, -74.841137 41.27098, -74.8387298902787 41.2764578902572, -74.838366 41.277286, -74.83406699999999 41.281110999999996, -74.830057 41.2872, -74.821884 41.293838, -74.815703 41.296150999999995, -74.812033 41.298156999999996, -74.80685799999999 41.303155, -74.792558 41.310628, -74.791991 41.311639, -74.792377 41.314088, -74.795822 41.318515999999995, -74.79504 41.320406999999996, -74.792116 41.322465, -74.789095 41.323281, -74.781584 41.324228999999995, -74.77488699999999 41.324326, -74.771588 41.325078999999995, -74.766714 41.328558, -74.763499 41.331568, -74.760325 41.340325, -74.755971 41.344953, -74.753239 41.346122, -74.73562199999999 41.346517999999996, -74.730373 41.345983, -74.720923 41.347384, -74.708514 41.352734, -74.70442899999999 41.354043, -74.70059499999999 41.354552999999996, -74.694914 41.357423, -74.641544 41.332879, -74.607348 41.317774, -74.499603 41.267344, -74.457584 41.248225, -74.37889799999999 41.208994, -74.367312185113 41.2036716043384, -74.422315 41.160382999999996, -74.50321199999999 41.085873, -74.535808 41.058485999999995, -74.614605 40.990676, -74.641044 40.964425999999996, -74.636163 40.942639, -74.65303 40.921623, -74.71133999999999 40.89918, -74.713482 40.902305999999996, -74.731994 40.920817, -74.769425 40.910934, -74.790408 40.930434999999996, -74.9670977569147 41.094338922910204, -74.96746399999999 41.095327, -74.96943399999999 41.096074, -74.972036 41.095562, -74.975298 41.094073, -74.981314 41.08986, -74.984782 41.088544999999996, -74.988263 41.088221999999995, -74.991013 41.088578, -74.991815 41.089132, -74.99171799999999 41.092284))",Sussex County; New Jersey,Sussex,34,1111,1205,1337
12,36,119,00974157,0500000US36119,36119,Westchester,06,1115165961,179810252,"POLYGON ((-73.982584 41.321692999999996, -73.89345999999999 41.330892, -73.86201 41.334264, -73.797456 41.340647, -73.780007 41.342492, -73.659871 41.355098999999996, -73.54472799999999 41.366375, -73.5452425041353 41.3615174507099, -73.548973 41.326297, -73.54957399999999 41.315931, -73.548929 41.307598, -73.550961 41.295421999999995, -73.518384 41.256719, -73.5025525269551 41.237211341315195, -73.482709 41.212759999999996, -73.4849111933569 41.2117775740592, -73.4959359310458 41.206859300983105, -73.509487 41.200814, -73.514617 41.198434, -73.55465007369439 41.1799273346628, -73.5647586721642 41.17525428731359, -73.56494099999999 41.17517, -73.61439109108869 41.152914810371, -73.632153 41.144921, -73.63967199999999 41.141495, -73.6959488909347 41.1154341295047, -73.727775 41.100696, -73.72257499999999 41.093596, -73.716875 41.087596, -73.70616305989901 41.074183562832594, -73.694273 41.059295999999996, -73.687173 41.050697, -73.67997299999999 41.041796999999995, -73.670472 41.030097, -73.662672 41.020497, -73.655371 41.012797, -73.65535923695079 41.012778515208396, -73.654671 41.011697, -73.655571 41.007697, -73.65937199999999 40.999497, -73.658772 40.993497, -73.659671 40.987908999999995, -73.6576158881351 40.98549919431, -73.657336 40.985171, -73.65597199999999 40.979597, -73.659972 40.968398, -73.662072 40.966198, -73.664472 40.967197999999996, -73.678073 40.962798, -73.683273 40.948997999999996, -73.68647299999999 40.945198, -73.697974 40.939598, -73.721739 40.932037, -73.731775 40.924999, -73.756776 40.912599, -73.77538299999999 40.892030999999996, -73.77057599999999 40.888399, -73.76717599999999 40.886299, -73.76627599999999 40.881099, -73.767161767951 40.8767967281162, -73.78370199999999 40.881077999999995, -73.823244 40.891199, -73.824047 40.889866, -73.827224 40.890785, -73.838407 40.894061, -73.847071 40.906172999999995, -73.852678 40.909898999999996, -73.860006 40.900565, -73.87818899999999 40.905983, -73.91790499999999 40.917577, -73.91767999999999 40.919498, -73.91557999999999 40.924898, -73.90728 40.951498, -73.9049158705604 40.9581079754602, -73.8989276186366 40.974850797407, -73.896479 40.981697, -73.893979 40.997197, -73.893579 41.005297, -73.88938 41.037597, -73.89477699999999 41.070791, -73.89377999999999 41.093295999999995, -73.88758 41.128795, -73.892481 41.150594999999996, -73.909281 41.164395, -73.921697 41.186288, -73.931482 41.204994, -73.947965 41.223101, -73.970784 41.247893, -73.966884 41.267193, -73.94658299999999 41.290993, -73.964483 41.299693, -73.982584 41.321692999999996))",Westchester County; New York,Westchester,36,1203,1364,1599
13,34,039,00882235,0500000US34039,34039,Union,06,266160325,7056624,"POLYGON ((-74.463291 40.599187, -74.424401 40.619544999999995, -74.41380199999999 40.64101, -74.40352 40.654655999999996, -74.403486 40.666657, -74.42986599999999 40.664992999999996, -74.450846 40.654148, -74.461035 40.673504, -74.454183 40.674088, -74.44376199999999 40.688038, -74.39074699999999 40.718446, -74.390776 40.725387999999995, -74.384266 40.724492, -74.371738 40.73964, -74.32559599999999 40.717075, -74.303523 40.713187999999995, -74.297212 40.715188999999995, -74.285187 40.722152, -74.256022 40.713418, -74.221949 40.707341, -74.212972 40.70081, -74.209248 40.690709, -74.16238899999999 40.689613, -74.136703 40.674444, -74.142516 40.667515, -74.1614075238905 40.6442325986627, -74.1615257647334 40.64424617068519, -74.170611 40.645289, -74.18139 40.646474999999995, -74.187754 40.644631, -74.1971585770214 40.6357228351377, -74.2004476063965 40.6326074142268, -74.202247 40.630902999999996, -74.203485 40.625057999999996, -74.202434 40.61655, -74.20375899999999 40.606604, -74.199421 40.59988, -74.203688 40.592690999999995, -74.214457 40.604141, -74.29099 40.591924999999996, -74.305326 40.600586, -74.302921 40.608683, -74.338472 40.605734999999996, -74.358717 40.604061, -74.437067 40.597468, -74.45513199999999 40.595954, -74.463291 40.599187))",Union County; New Jersey,Union,34,1084,1174,1335
14,36,005,00974101,0500000US36005,36005,Bronx,06,108908944,39688554,"POLYGON ((-73.929006 40.889578, -73.919705 40.913478, -73.9196864010756 40.9135352131528, -73.91840499999999 40.917477, -73.91790499999999 40.917577, -73.87818899999999 40.905983, -73.860006 40.900565, -73.852678 40.909898999999996, -73.847071 40.906172999999995, -73.838407 40.894061, -73.827224 40.890785, -73.824047 40.889866, -73.823244 40.891199, -73.78370199999999 40.881077999999995, -73.767161767951 40.8767967281162, -73.770552 40.86033, -73.766333 40.857316999999995, -73.76512799999999 40.854228, -73.766032 40.844961, -73.769648 40.84466, -73.775485 40.846453, -73.78031 40.84456, -73.781206 40.838891, -73.782577 40.837601, -73.783867 40.836794999999995, -73.785399 40.838004, -73.788221 40.842036, -73.791044 40.846551999999996, -73.789512 40.851389999999995, -73.792253 40.855824999999996, -73.793785 40.855582999999996, -73.797252 40.852196, -73.799543 40.848026999999995, -73.80691399999999 40.849501, -73.81281 40.846737, -73.815574 40.835128999999995, -73.81520499999999 40.831075, -73.811889 40.825362999999996, -73.804518 40.818546, -73.797332 40.815597, -73.7864227032759 40.801457217426396, -73.793559 40.80038, -73.81129899999999 40.805397, -73.82758299999999 40.803936, -73.846654 40.801024, -73.862965 40.79767, -73.87097299999999 40.789057, -73.871631 40.786798, -73.885303 40.786685, -73.89218199999999 40.790394, -73.91245599999999 40.796096, -73.913624 40.796786, -73.928225 40.80385, -73.931801 40.807876, -73.932605 40.811516999999995, -73.932327 40.819503, -73.933059 40.828156, -73.93300599999999 40.835679, -73.927296 40.846557, -73.921215 40.854693, -73.91929 40.857475, -73.910851 40.866527999999995, -73.907 40.873455, -73.908554 40.877711999999995, -73.91031 40.879047, -73.9152 40.875581, -73.93340599999999 40.882078, -73.929006 40.889578))",Bronx County; New York,Bronx,36,923,1074,1247
15,34,025,00882910,0500000US34025,34025,Monmouth,06,1212563775,511008987,"POLYGON ((-74.59367499999999 40.179421, -74.562591 40.189943, -74.543268 40.216691999999995, -74.481476 40.242889999999996, -74.484962 40.253325, -74.460776 40.251357999999996, -74.393384 40.279637, -74.39423099999999 40.28839, -74.352522 40.324977, -74.327377 40.344598999999995, -74.290883 40.372977999999996, -74.251057 40.404084999999995, -74.247901 40.407233999999995, -74.24948499999999 40.410228, -74.247963 40.412192, -74.247818 40.429739999999995, -74.222774 40.451491999999995, -74.22494582655939 40.4532664936393, -74.209788 40.447407, -74.206188 40.440706999999996, -74.202128 40.438939999999995, -74.193908 40.440995, -74.188876 40.446041, -74.185558 40.452917, -74.180673 40.457977, -74.17549 40.458044, -74.174245 40.455109, -74.16922199999999 40.451225, -74.163314 40.448423999999996, -74.157094 40.447570999999996, -74.151952 40.448062, -74.14435399999999 40.452256, -74.14031299999999 40.455873, -74.137936 40.456959, -74.133658 40.456778, -74.122012 40.449723999999996, -74.108295 40.443788, -74.08808499999999 40.438407, -74.076185 40.433707, -74.058984 40.422708, -74.047884 40.418907999999995, -74.006383 40.411108, -73.998505 40.410911, -73.995486 40.419472, -73.991682 40.442907999999996, -74.003674 40.448488999999995, -74.005363 40.459621999999996, -74.019334 40.471244, -74.018383 40.477934, -73.99794299999999 40.476668, -73.982855 40.448569, -73.98225599999999 40.420778999999996, -73.97698199999999 40.408508, -73.971381 40.371708999999996, -73.971381 40.348009999999995, -73.9746011832669 40.322169370804396, -73.977442 40.299372999999996, -73.981681 40.279410999999996, -73.993292 40.237669, -73.9999657551151 40.2168900647146, -74.00263434458721 40.208581331926595, -74.030181 40.122814, -74.03408 40.103114999999995, -74.0318605705666 40.101046639623, -74.04571899999999 40.105295, -74.064348 40.093472999999996, -74.070984 40.089194, -74.085554 40.097573, -74.107794 40.136925999999995, -74.154304 40.099618, -74.160123 40.106946, -74.242899 40.115711999999995, -74.24188199999999 40.131001, -74.259841 40.149166, -74.261455 40.167032999999996, -74.40670999999999 40.172402, -74.528374 40.089613, -74.553105 40.07913, -74.587835 40.138253999999996, -74.614576 40.182383, -74.59367499999999 40.179421))",Monmouth County; New Jersey,Monmouth,34,1137,1238,1437
16,36,047,00974122,0500000US36047,36047,Kings,06,179671325,71098973,"POLYGON ((-74.0410381415638 40.6289682382479, -74.038336 40.637074, -74.03585910791371 40.6407893381295, -74.0354890769231 40.641344384615394, -74.0349110769231 40.64221138461539, -74.03442953846161 40.6429336923077, -74.034266307692 40.6431785384622, -74.03376784615389 40.6439262307692, -74.033516831553 40.6443027526706, -74.032066 40.646479, -74.02938578280529 40.64891556108609, -74.0272708959275 40.6508381855204, -74.02620732724439 40.6518050661414, -74.018272 40.659019, -74.020467 40.67877, -74.0220537924917 40.6804990456477, -74.015275 40.682142, -74.008425 40.686015999999995, -74.00095999999999 40.690132, -73.994498 40.704318, -73.979233 40.705769, -73.97278899999999 40.709378, -73.966511 40.717917, -73.965572 40.71895, -73.962645 40.722747, -73.962148 40.732451999999995, -73.96247799999999 40.736802, -73.953907 40.739421, -73.931825 40.728482, -73.92921299999999 40.727779999999996, -73.927801 40.726493999999995, -73.92417999999999 40.72002, -73.924278 40.718536, -73.923127 40.717023999999995, -73.92271099999999 40.716477999999995, -73.914031 40.704749, -73.908774 40.698254999999996, -73.896518 40.682397, -73.879616 40.691106, -73.868717 40.694621999999995, -73.866027 40.681917999999996, -73.863787 40.681114, -73.863349 40.679352, -73.861712 40.676611, -73.861318 40.675021, -73.85763299999999 40.671656, -73.855021 40.643097999999995, -73.848338 40.643521, -73.833041 40.628260999999995, -73.834463 40.607192999999995, -73.849852 40.588668999999996, -73.885069 40.573749, -73.9333949765105 40.5692405208928, -73.931559 40.575962, -73.93814037516348 40.5753442289558, -73.9417677123018 40.5750037432981, -73.9523548431828 40.57400996574601, -73.9594132697819 40.5733474155248, -73.965730429674 40.572754445459196, -73.9793210235115 40.5714787431725, -73.991346 40.57035, -74.012022 40.574528, -74.0021335535718 40.58272008412919, -74.000486 40.584084999999995, -74.003281 40.595754, -74.00869607059511 40.5973408949061, -74.0095265531234 40.597584269109696, -74.032856 40.604420999999995, -74.0361942925187 40.6086412085256, -74.0365707614339 40.609117133663005, -74.03958999999999 40.612933999999996, -74.042412 40.624846999999995, -74.0410381415638 40.6289682382479))",Kings County; New York,Kings,36,1021,1215,1483
17,34,023,00882230,0500000US34023,34023,Middlesex,06,800871212,35459038,"POLYGON ((-74.62693399999999 40.351758, -74.624409 40.365229, -74.62024 40.373749, -74.58770899999999 40.394418, -74.584987 40.418175999999995, -74.53152 40.441355, -74.495317 40.468941, -74.489491 40.474452, -74.458956 40.495979999999996, -74.515872 40.544984, -74.519843 40.555583999999996, -74.526637 40.559469, -74.523917 40.569669999999995, -74.512154 40.582074999999996, -74.486054 40.588333999999996, -74.463291 40.599187, -74.45513199999999 40.595954, -74.437067 40.597468, -74.358717 40.604061, -74.338472 40.605734999999996, -74.302921 40.608683, -74.305326 40.600586, -74.29099 40.591924999999996, -74.214457 40.604141, -74.203688 40.592690999999995, -74.20751899999999 40.582741, -74.21148099999999 40.570062, -74.2168256483963 40.558646517311, -74.216839 40.558617999999996, -74.2274 40.558034, -74.239211 40.553764, -74.249211 40.545063999999996, -74.248787 40.533032999999996, -74.246408 40.524356999999995, -74.25166 40.517448, -74.258556 40.506232, -74.260611 40.502435999999996, -74.270825 40.489216, -74.26648 40.476924, -74.261889 40.464706, -74.2579619285372 40.4636307304328, -74.236689 40.457806, -74.22494582655939 40.4532664936393, -74.222774 40.451491999999995, -74.247818 40.429739999999995, -74.247963 40.412192, -74.24948499999999 40.410228, -74.247901 40.407233999999995, -74.251057 40.404084999999995, -74.290883 40.372977999999996, -74.327377 40.344598999999995, -74.352522 40.324977, -74.39423099999999 40.28839, -74.393384 40.279637, -74.460776 40.251357999999996, -74.484962 40.253325, -74.48203 40.273914999999995, -74.539918 40.288329999999995, -74.573397 40.3009, -74.60332199999999 40.321402, -74.622462 40.3248, -74.630228 40.343126999999996, -74.62693399999999 40.351758))",Middlesex County; New Jersey,Middlesex,34,1187,1299,1495
18,34,029,00882279,0500000US34029,34029,Ocean,06,1627449879,741964749,"POLYGON ((-74.528374 40.089613, -74.40670999999999 40.172402, -74.261455 40.167032999999996, -74.259841 40.149166, -74.24188199999999 40.131001, -74.242899 40.115711999999995, -74.160123 40.106946, -74.154304 40.099618, -74.107794 40.136925999999995, -74.085554 40.097573, -74.070984 40.089194, -74.064348 40.093472999999996, -74.04571899999999 40.105295, -74.0318605705666 40.101046639623, -74.031318 40.100541, -74.033546 40.099517999999996, -74.03942099999999 40.081437, -74.0451593832544 40.0576884429368, -74.064135 39.979157, -74.07225874273269 39.9369236986638, -74.077247 39.910990999999996, -74.09094499999999 39.799977999999996, -74.097071 39.767846999999996, -74.09690599999999 39.76303, -74.0973588108717 39.762244888001895, -74.09891999999999 39.759538, -74.101443 39.756173, -74.113655 39.740719, -74.141733 39.689434999999996, -74.190974 39.625118, -74.240506 39.554911, -74.249043 39.547993999999996, -74.27736999999999 39.514064, -74.291585 39.507705, -74.311037 39.506715, -74.3124508024098 39.499869360202, -74.326382 39.506332, -74.380796 39.498537, -74.41739299999999 39.557255, -74.41883299999999 39.568583, -74.39811999999999 39.576575, -74.390399 39.596036999999995, -74.389708 39.773283, -74.434223 39.855157, -74.49685099999999 39.973137, -74.50641 39.991301, -74.553105 40.07913, -74.528374 40.089613))",Ocean County; New Jersey,Ocean,34,1258,1322,1459
19,34,017,00882278,0500000US34017,34017,Hudson,06,119632168,41967364,"POLYGON ((-74.16597999999999 40.748067999999996, -74.160325 40.763293, -74.148326 40.779606, -74.14752899999999 40.786491, -74.130359 40.777564, -74.10100299999999 40.776039, -74.09078699999999 40.761984, -74.076753 40.795621, -74.044923 40.807555, -74.017819 40.823341, -74.01377 40.823059, -74.011376 40.820837999999995, -74.011788 40.819842, -74.01141 40.817690999999996, -74.012339 40.816019999999995, -73.99830299999999 40.808476999999996, -73.98382706989679 40.7988269099791, -73.984697580911 40.7976175939264, -73.9880545412037 40.79295409638969, -73.99382297961459 40.784940567490196, -74.00139463374009 40.7744220068627, -74.0022809449912 40.7731907410818, -74.00828125206719 40.7648550996597, -74.00918399999999 40.763601, -74.0098517287783 40.762584890989594, -74.013784 40.756600999999996, -74.01692332756079 40.7441070499749, -74.01977669977019 40.732751149994, -74.0210755680795 40.7275818914723, -74.02111699999999 40.727416999999996, -74.0214927100048 40.725445125628504, -74.024543 40.709436, -74.04086 40.700117, -74.047285 40.690503, -74.06702899999999 40.691067, -74.071597 40.673645, -74.064123 40.669761, -74.07152099999999 40.660467, -74.08017699999999 40.663042999999995, -74.086806 40.651596, -74.093746 40.648239, -74.109976 40.648011, -74.128151 40.643902, -74.143255 40.642148999999996, -74.1614075238905 40.6442325986627, -74.142516 40.667515, -74.136703 40.674444, -74.112787 40.703102, -74.117057 40.710381, -74.120987 40.722901, -74.116993 40.737125, -74.117605 40.739638, -74.12278599999999 40.742101, -74.137492 40.741398, -74.14268799999999 40.739301, -74.147188 40.734401, -74.155687 40.733501, -74.161958 40.736007, -74.16597999999999 40.748067999999996))",Hudson County; New Jersey,Hudson,34,1071,1214,1450
20,36,061,00974129,0500000US36061,36061,New York,06,58680498,28551707,"POLYGON ((-74.047285 40.690503, -74.04086 40.700117, -74.024543 40.709436, -74.0214927100048 40.725445125628504, -74.02111699999999 40.727416999999996, -74.0210755680795 40.7275818914723, -74.01977669977019 40.732751149994, -74.01692332756079 40.7441070499749, -74.013784 40.756600999999996, -74.0098517287783 40.762584890989594, -74.00918399999999 40.763601, -74.00828125206719 40.7648550996597, -74.0022809449912 40.7731907410818, -74.00139463374009 40.7744220068627, -73.99382297961459 40.784940567490196, -73.9880545412037 40.79295409638969, -73.984697580911 40.7976175939264, -73.98382706989679 40.7988269099791, -73.97122753768102 40.81633021127801, -73.97004794249119 40.8179689078315, -73.968082 40.8207, -73.967982575439 40.8208258025057, -73.9679734153723 40.820837392794196, -73.963182 40.8269, -73.953982 40.848, -73.948281 40.858399, -73.9381535187682 40.8745831121645, -73.938081 40.874699, -73.93340599999999 40.882078, -73.9152 40.875581, -73.91031 40.879047, -73.908554 40.877711999999995, -73.907 40.873455, -73.910851 40.866527999999995, -73.91929 40.857475, -73.921215 40.854693, -73.927296 40.846557, -73.93300599999999 40.835679, -73.933059 40.828156, -73.932327 40.819503, -73.932605 40.811516999999995, -73.931801 40.807876, -73.928225 40.80385, -73.913624 40.796786, -73.91245599999999 40.796096, -73.917171 40.784192999999995, -73.920999 40.781749, -73.928277 40.776899, -73.934412 40.778093, -73.935323 40.770485, -73.960211 40.744510999999996, -73.961381 40.742802, -73.96247799999999 40.736802, -73.962148 40.732451999999995, -73.962645 40.722747, -73.965572 40.71895, -73.966511 40.717917, -73.97278899999999 40.709378, -73.979233 40.705769, -73.994498 40.704318, -74.00095999999999 40.690132, -74.008425 40.686015999999995, -74.015275 40.682142, -74.0220537924917 40.6804990456477, -74.025442 40.684191, -74.04439599999999 40.688542, -74.046144 40.68927, -74.047285 40.690503))",New York County; New York,New York,36,1234,1519,1787
21,36,087,00974142,0500000US36087,36087,Rockland,06,449197039,66864253,"POLYGON ((-74.2343582601916 41.142836102143896, -74.161789 41.195794, -74.09884 41.2408, -74.06950499999999 41.261793999999995, -73.98138399999999 41.324692999999996, -73.982584 41.321692999999996, -73.964483 41.299693, -73.94658299999999 41.290993, -73.966884 41.267193, -73.970784 41.247893, -73.947965 41.223101, -73.931482 41.204994, -73.921697 41.186288, -73.909281 41.164395, -73.892481 41.150594999999996, -73.88758 41.128795, -73.89377999999999 41.093295999999995, -73.89477699999999 41.070791, -73.88938 41.037597, -73.893579 41.005297, -73.893979 40.997197, -73.90268 40.997296999999996, -73.90500999999999 40.997591, -73.907054 40.998476, -73.91188 41.001297, -73.9589142691188 41.02233969118829, -74.041049 41.059086, -74.041054 41.059087999999996, -74.092486 41.081896, -74.096786 41.083796, -74.18239 41.121595, -74.1953371933152 41.1268869350132, -74.2113709734917 41.1334404575138, -74.2343582601916 41.142836102143896))",Rockland County; New York,Rockland,36,1240,1335,1558
